Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2022-01-03 00:00:00-05:00,29.759014616950886,30.65333203753287,29.729070264899562,30.06443977355957,391547000,0.0,0.0,NVDA
2022-01-04 00:00:00-05:00,30.220150693081955,30.410792045917606,28.295771312792542,29.235004425048828,527154000,0.0,0.0,NVDA
2022-01-05 00:00:00-05:00,28.894637691840398,29.360761698058194,27.481298257590556,27.55216407775879,498064000,0.0,0.0,NVDA
2022-01-06 00:00:00-05:00,27.588099741783743,28.384601671640166,27.014180561981156,28.125089645385742,454186000,0.0,0.0,NVDA
2022-01-07 00:00:00-05:00,28.088157358592493,28.36862983168805,27.006191363941724,27.19583511352539,409939000,0.0,0.0,NVDA
2022-01-10 00:00:00-05:00,26.531084683751956,27.417417654983364,25.595843939583116,27.348546981811523,594681000,0.0,0.0,NVDA
2022-01-11 00:00:00-05:00,27.271696681756747,28.012304037640888,26.78860621491328,27.764768600463867,404089000,0.0,0.0,NVDA
2022-01-12 00:00:00-05:00,28.014297595146566,28.541306039513945,27.556159832090902,27.946426391601562,383413000,0.0,0.0,NVDA
2022-01-13 00:00:00-05:00,28.325708200729384,28.426518370331,26.44823991906949,26.525096893310547,540171000,0.0,0.0,NVDA
2022-01-14 00:00:00-05:00,26.250616103881455,27.145933083886067,26.16078494329548,26.89141082763672,395832000,0.0,0.0,NVDA
2022-01-18 00:00:00-05:00,26.2106886411857,26.58797908364764,25.7216090020734,25.854358673095703,424270000,0.0,0.0,NVDA
2022-01-19 00:00:00-05:00,26.03002865451013,26.49315614018337,25.00495675510724,25.019927978515625,488315000,0.0,0.0,NVDA
2022-01-20 00:00:00-05:00,25.256482739354098,25.530965939014035,24.032783295530688,24.10464859008789,435181000,0.0,0.0,NVDA
2022-01-21 00:00:00-05:00,23.46285639704498,24.77638507788822,23.219315120156867,23.330106735229492,718958000,0.0,0.0,NVDA
2022-01-24 00:00:00-05:00,22.28806668333725,23.33609413936129,20.848775161443296,23.328109741210938,913982000,0.0,0.0,NVDA
2022-01-25 00:00:00-05:00,22.503659097225757,22.899914812184473,21.958684934175366,22.282075881958008,664616000,0.0,0.0,NVDA
2022-01-26 00:00:00-05:00,23.196362065948026,24.011827423023504,22.25812656917823,22.72924041748047,755959000,0.0,0.0,NVDA
2022-01-27 00:00:00-05:00,23.523744891563638,23.949943118284583,21.634298006261155,21.902793884277344,573353000,0.0,0.0,NVDA
2022-01-28 00:00:00-05:00,21.970663459736492,22.815075451930607,21.25600841056538,22.797109603881836,543774000,0.0,0.0,NVDA
2022-01-31 00:00:00-05:00,23.138467440076713,24.462977133356745,23.008712395145714,24.440019607543945,564680000,0.0,0.0,NVDA
2022-02-01 00:00:00-05:00,25.056862343622143,25.09778572349941,23.845141169237973,24.591737747192383,518925000,0.0,0.0,NVDA
2022-02-02 00:00:00-05:00,25.745564557034434,25.768520179599825,24.50689378433657,25.19460105895996,543419000,0.0,0.0,NVDA
2022-02-03 00:00:00-05:00,24.412070997898297,25.029908072459417,23.735344703016967,23.90302848815918,410178000,0.0,0.0,NVDA
2022-02-04 00:00:00-05:00,23.926980330716873,24.588735312952892,23.587618703736013,24.27332878112793,354829000,0.0,0.0,NVDA
2022-02-07 00:00:00-05:00,24.326233838969966,25.134712282580423,24.156552989938934,24.68156623840332,376868000,0.0,0.0,NVDA
2022-02-08 00:00:00-05:00,24.313256122719576,25.18262078390115,23.93496812631072,25.060850143432617,410359000,0.0,0.0,NVDA
2022-02-09 00:00:00-05:00,25.573889103296132,26.674818630890872,25.305395105362106,26.654855728149414,524282000,0.0,0.0,NVDA
2022-02-10 00:00:00-05:00,25.946189220246694,26.874441331249937,25.551930467088578,25.775508880615234,513200000,0.0,0.0,NVDA
2022-02-11 00:00:00-05:00,25.867331134858738,26.102887997043478,23.728355955028103,23.904024124145508,605472000,0.0,0.0,NVDA
2022-02-14 00:00:00-05:00,23.88905685535075,24.828289834461444,23.71039212787544,24.221431732177734,440424000,0.0,0.0,NVDA
2022-02-15 00:00:00-05:00,24.90214755240517,26.49515108603757,24.73745839670065,26.44524574279785,699869000,0.0,0.0,NVDA
2022-02-16 00:00:00-05:00,26.20969406635335,26.532087521274008,25.504020874216884,26.461219787597656,732676000,0.0,0.0,NVDA
